code	name	description	keywords	knowledge_type_code	stem_element	course_code	grade_code	week_code	prompt_ready
SIO_ENG_TDTTLT_TTA_02	Trình bày thuật toán bằng sơ đồ khối và liệt kê	Trình bày được thuật toán bằng sơ đồ khối và cách liệt kê các bước.	thuật toán, sơ đồ khối, liệt kê các bước, biểu diễn	PROCEDURAL	T	CONG_NGHE	G7	W30	"Mã LO: SIO_ENG_TDTTLT_TTA_02
Tên: Trình bày thuật toán bằng sơ đồ khối và liệt kê
Mô tả: Trình bày được thuật toán bằng sơ đồ khối và cách liệt kê các bước.
Từ khóa: thuật toán, sơ đồ khối, liệt kê các bước, biểu diễn
Loại kiến thức: PROCEDURAL
Môn học: CONG_NGHE
Lớp: G7
Tuần: W30"
SIO_ENG_TDTTLT_TTA_03	Mô tả thuật toán tìm kiếm tuần tự và nhị phân	Mô tả được thuật toán tìm kiếm tuần tự và tìm kiếm nhị phân trên một dãy số đã sắp xếp.	thuật toán tìm kiếm, tìm kiếm tuần tự, tìm kiếm nhị phân	CONCEPT	T	CONG_NGHE	G7	W32	"Mã LO: SIO_ENG_TDTTLT_TTA_03
Tên: Mô tả thuật toán tìm kiếm tuần tự và nhị phân
Mô tả: Mô tả được thuật toán tìm kiếm tuần tự và tìm kiếm nhị phân trên một dãy số đã sắp xếp.
Từ khóa: thuật toán tìm kiếm, tìm kiếm tuần tự, tìm kiếm nhị phân
Loại kiến thức: CONCEPT
Môn học: CONG_NGHE
Lớp: G7
Tuần: W32"
SIO_ENG_TDTTLT_TTA_04	Mô tả một số thuật toán sắp xếp đơn giản	Mô tả được một số thuật toán sắp xếp đơn giản (ví dụ: nổi bọt, chọn, chèn).	thuật toán sắp xếp, nổi bọt, sắp xếp chọn, sắp xếp chèn	CONCEPT	T	CONG_NGHE	G7	W34	"Mã LO: SIO_ENG_TDTTLT_TTA_04
Tên: Mô tả một số thuật toán sắp xếp đơn giản
Mô tả: Mô tả được một số thuật toán sắp xếp đơn giản (ví dụ: nổi bọt, chọn, chèn).
Từ khóa: thuật toán sắp xếp, nổi bọt, sắp xếp chọn, sắp xếp chèn
Loại kiến thức: CONCEPT
Môn học: CONG_NGHE
Lớp: G7
Tuần: W34"
CIO_ENG_TDTTLT_LTBKT	Vận dụng các khái niệm và cấu trúc lập trình cơ bản	Sử dụng được các khái niệm và cấu trúc lập trình cơ bản để viết và sửa lỗi các chương trình đơn giản.	lập trình, biến, kiểu dữ liệu, cấu trúc điều khiển, tuần tự, rẽ nhánh, lặp	PROCEDURAL	T	CONG_NGHE	G7	W34	"Mã LO: CIO_ENG_TDTTLT_LTBKT
Tên: Vận dụng các khái niệm và cấu trúc lập trình cơ bản
Mô tả: Sử dụng được các khái niệm và cấu trúc lập trình cơ bản để viết và sửa lỗi các chương trình đơn giản.
Từ khóa: lập trình, biến, kiểu dữ liệu, cấu trúc điều khiển, tuần tự, rẽ nhánh, lặp
Loại kiến thức: PROCEDURAL
Môn học: CONG_NGHE
Lớp: G7
Tuần: W34"
SIO_ENG_TDTTLT_LTBKT_01	Biết các khái niệm lập trình cơ bản	Biết được các khái niệm cơ bản: biến, kiểu dữ liệu, biểu thức, lệnh gán.	biến, kiểu dữ liệu, biểu thức, lệnh gán, khái niệm lập trình	FACTUAL	T	CONG_NGHE	G7	W30	"Mã LO: SIO_ENG_TDTTLT_LTBKT_01
Tên: Biết các khái niệm lập trình cơ bản
Mô tả: Biết được các khái niệm cơ bản: biến, kiểu dữ liệu, biểu thức, lệnh gán.
Từ khóa: biến, kiểu dữ liệu, biểu thức, lệnh gán, khái niệm lập trình
Loại kiến thức: FACTUAL
Môn học: CONG_NGHE
Lớp: G7
Tuần: W30"
SIO_ENG_TDTTLT_LTBKT_02	Sử dụng các cấu trúc điều khiển cơ bản	Sử dụng được các cấu trúc điều khiển cơ bản: tuần tự, rẽ nhánh, lặp.	cấu trúc điều khiển, tuần tự, rẽ nhánh, lặp, if-else, for, while	PROCEDURAL	T	CONG_NGHE	G7	W32	"Mã LO: SIO_ENG_TDTTLT_LTBKT_02
Tên: Sử dụng các cấu trúc điều khiển cơ bản
Mô tả: Sử dụng được các cấu trúc điều khiển cơ bản: tuần tự, rẽ nhánh, lặp.
Từ khóa: cấu trúc điều khiển, tuần tự, rẽ nhánh, lặp, if-else, for, while
Loại kiến thức: PROCEDURAL
Môn học: CONG_NGHE
Lớp: G7
Tuần: W32"
SIO_ENG_TDTTLT_LTBKT_03	Viết, chạy thử và sửa lỗi chương trình đơn giản	Viết, chạy thử và sửa lỗi được các chương trình đơn giản giải quyết một số bài toán cụ thể.	viết chương trình, chạy thử, sửa lỗi, debug, giải bài toán	PROCEDURAL	T	CONG_NGHE	G7	W34	"Mã LO: SIO_ENG_TDTTLT_LTBKT_03
Tên: Viết, chạy thử và sửa lỗi chương trình đơn giản
Mô tả: Viết, chạy thử và sửa lỗi được các chương trình đơn giản giải quyết một số bài toán cụ thể.
Từ khóa: viết chương trình, chạy thử, sửa lỗi, debug, giải bài toán
Loại kiến thức: PROCEDURAL
Môn học: CONG_NGHE
Lớp: G7
Tuần: W34"
SIO_ENG_TDTTLT_LTBKT_04	Tạo chương trình có sử dụng thư viện	Tạo được chương trình có sử dụng thư viện hoặc chương trình con có sẵn.	thư viện, chương trình con, hàm, sử dụng lại mã	PROCEDURAL	T	CONG_NGHE	G7	W34	"Mã LO: SIO_ENG_TDTTLT_LTBKT_04
Tên: Tạo chương trình có sử dụng thư viện
Mô tả: Tạo được chương trình có sử dụng thư viện hoặc chương trình con có sẵn.
Từ khóa: thư viện, chương trình con, hàm, sử dụng lại mã
Loại kiến thức: PROCEDURAL
Môn học: CONG_NGHE
Lớp: G7
Tuần: W34"
ULO_IT_CNTT	Vận dụng kiến thức và kỹ năng về Công nghệ thông tin	Phát triển và vận dụng các kiến thức, kỹ năng về phần cứng, phần mềm, quản lý dữ liệu, mạng và an toàn thông tin để sử dụng máy tính hiệu quả và an toàn.	công nghệ thông tin, phần cứng, phần mềm, dữ liệu, mạng, an toàn thông tin	PROCEDURAL	T	TIN_HOC	G7	W35	"Mã LO: ULO_IT_CNTT
Tên: Vận dụng kiến thức và kỹ năng về Công nghệ thông tin
Mô tả: Phát triển và vận dụng các kiến thức, kỹ năng về phần cứng, phần mềm, quản lý dữ liệu, mạng và an toàn thông tin để sử dụng máy tính hiệu quả và an toàn.
Từ khóa: công nghệ thông tin, phần cứng, phần mềm, dữ liệu, mạng, an toàn thông tin
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W35"
CIO_IT_CNTT_TBVR	Sử dụng các thiết bị vào - ra	Nhận biết và thực hiện được các thao tác đúng với các thiết bị vào - ra cơ bản.	thiết bị vào - ra, input, output, kết nối, thao tác	PROCEDURAL	T	TIN_HOC	G7	W2	"Mã LO: CIO_IT_CNTT_TBVR
Tên: Sử dụng các thiết bị vào - ra
Mô tả: Nhận biết và thực hiện được các thao tác đúng với các thiết bị vào - ra cơ bản.
Từ khóa: thiết bị vào - ra, input, output, kết nối, thao tác
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W2"
SIO_IT_CNTT_TBVR_01	Nhận biết thiết bị vào - ra và chức năng	Nhận biết được các thiết bị vào - ra cơ bản và chức năng của chúng.	thiết bị vào - ra, bàn phím, chuột, màn hình, máy in, chức năng	FACTUAL	T	TIN_HOC	G7	W2	"Mã LO: SIO_IT_CNTT_TBVR_01
Tên: Nhận biết thiết bị vào - ra và chức năng
Mô tả: Nhận biết được các thiết bị vào - ra cơ bản và chức năng của chúng.
Từ khóa: thiết bị vào - ra, bàn phím, chuột, màn hình, máy in, chức năng
Loại kiến thức: FACTUAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W2"
SIO_IT_CNTT_TBVR_02	Thực hiện các thao tác đúng với thiết bị	Thực hiện được các thao tác đúng với các thiết bị thông dụng (bật/tắt máy, kết nối thiết bị ngoại vi cơ bản).	thao tác, bật tắt máy, kết nối thiết bị, USB, tai nghe	PROCEDURAL	T	TIN_HOC	G7	W2	"Mã LO: SIO_IT_CNTT_TBVR_02
Tên: Thực hiện các thao tác đúng với thiết bị
Mô tả: Thực hiện được các thao tác đúng với các thiết bị thông dụng (bật/tắt máy, kết nối thiết bị ngoại vi cơ bản).
Từ khóa: thao tác, bật tắt máy, kết nối thiết bị, USB, tai nghe
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W2"
CIO_IT_CNTT_HĐHPM	Hiểu về Hệ điều hành và Phần mềm	Giải thích được chức năng của hệ điều hành và nêu được tên các phần mềm ứng dụng phổ biến.	hệ điều hành, phần mềm, phần mềm ứng dụng, chức năng	CONCEPT	T	TIN_HOC	G7	W4	"Mã LO: CIO_IT_CNTT_HĐHPM
Tên: Hiểu về Hệ điều hành và Phần mềm
Mô tả: Giải thích được chức năng của hệ điều hành và nêu được tên các phần mềm ứng dụng phổ biến.
Từ khóa: hệ điều hành, phần mềm, phần mềm ứng dụng, chức năng
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W4"
SIO_IT_CNTT_HĐHPM_01	Giải thích chức năng của hệ điều hành	Giải thích được một cách sơ lược chức năng điều khiển và quản lí của hệ điều hành.	hệ điều hành, chức năng, điều khiển, quản lý	CONCEPT	T	TIN_HOC	G7	W4	"Mã LO: SIO_IT_CNTT_HĐHPM_01
Tên: Giải thích chức năng của hệ điều hành
Mô tả: Giải thích được một cách sơ lược chức năng điều khiển và quản lí của hệ điều hành.
Từ khóa: hệ điều hành, chức năng, điều khiển, quản lý
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W4"
SIO_IT_CNTT_HĐHPM_02	Nêu tên một số phần mềm ứng dụng phổ biến	Nêu được tên một số phần mềm ứng dụng phổ biến.	phần mềm ứng dụng, word, excel, powerpoint, trình duyệt	FACTUAL	T	TIN_HOC	G7	W4	"Mã LO: SIO_IT_CNTT_HĐHPM_02
Tên: Nêu tên một số phần mềm ứng dụng phổ biến
Mô tả: Nêu được tên một số phần mềm ứng dụng phổ biến.
Từ khóa: phần mềm ứng dụng, word, excel, powerpoint, trình duyệt
Loại kiến thức: FACTUAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W4"
CIO_IT_CNTT_TPTM	Quản lý và bảo vệ dữ liệu trên máy tính	Thao tác thành thạo với tệp, thư mục và biết các biện pháp cơ bản để bảo vệ dữ liệu.	tệp, thư mục, quản lý dữ liệu, bảo vệ dữ liệu, sao lưu, virus	PROCEDURAL	T	TIN_HOC	G7	W6	"Mã LO: CIO_IT_CNTT_TPTM
Tên: Quản lý và bảo vệ dữ liệu trên máy tính
Mô tả: Thao tác thành thạo với tệp, thư mục và biết các biện pháp cơ bản để bảo vệ dữ liệu.
Từ khóa: tệp, thư mục, quản lý dữ liệu, bảo vệ dữ liệu, sao lưu, virus
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W6"
SIO_IT_CNTT_TPTM_01	Giải thích ý nghĩa của phần mở rộng tệp	Giải thích được phần mở rộng (đuôi) của tên tệp cho biết loại tệp.	phần mở rộng, đuôi tệp, loại tệp, .docx, .pptx, .jpg	CONCEPT	T	TIN_HOC	G7	W6	"Mã LO: SIO_IT_CNTT_TPTM_01
Tên: Giải thích ý nghĩa của phần mở rộng tệp
Mô tả: Giải thích được phần mở rộng (đuôi) của tên tệp cho biết loại tệp.
Từ khóa: phần mở rộng, đuôi tệp, loại tệp, .docx, .pptx, .jpg
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W6"
SIO_IT_CNTT_TPTM_02	Thao tác thành thạo với tệp và thư mục	Thao tác thành thạo với tệp và thư mục (tạo mới, mở, sao chép, di chuyển, xoá, đổi tên).	thao tác, tệp, thư mục, sao chép, di chuyển, xóa	PROCEDURAL	T	TIN_HOC	G7	W6	"Mã LO: SIO_IT_CNTT_TPTM_02
Tên: Thao tác thành thạo với tệp và thư mục
Mô tả: Thao tác thành thạo với tệp và thư mục (tạo mới, mở, sao chép, di chuyển, xoá, đổi tên).
Từ khóa: thao tác, tệp, thư mục, sao chép, di chuyển, xóa
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W6"
SIO_IT_CNTT_TPTM_03	Biết rằng tệp chương trình cũng là dữ liệu	Biết rằng tệp chương trình (.exe, .com, .msi, …) cũng là một loại dữ liệu.	tệp chương trình, .exe, dữ liệu	CONCEPT	T	TIN_HOC	G7	W6	"Mã LO: SIO_IT_CNTT_TPTM_03
Tên: Biết rằng tệp chương trình cũng là dữ liệu
Mô tả: Biết rằng tệp chương trình (.exe, .com, .msi, …) cũng là một loại dữ liệu.
Từ khóa: tệp chương trình, .exe, dữ liệu
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W6"
SIO_IT_CNTT_TPTM_04	Nêu ví dụ về biện pháp bảo vệ dữ liệu	Nêu được ví dụ về một số biện pháp bảo vệ dữ liệu (sao lưu, đặt mật khẩu, phòng chống virus).	bảo vệ dữ liệu, sao lưu, mật khẩu, virus, backup	CONCEPT	T	TIN_HOC	G7	W6	"Mã LO: SIO_IT_CNTT_TPTM_04
Tên: Nêu ví dụ về biện pháp bảo vệ dữ liệu
Mô tả: Nêu được ví dụ về một số biện pháp bảo vệ dữ liệu (sao lưu, đặt mật khẩu, phòng chống virus).
Từ khóa: bảo vệ dữ liệu, sao lưu, mật khẩu, virus, backup
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W6"
CIO_IT_CNTT_MXH	Sử dụng mạng xã hội và các kênh trao đổi thông tin	Hiểu và sử dụng được các chức năng cơ bản của mạng xã hội và các kênh trao đổi thông tin khác trên Internet.	mạng xã hội, trao đổi thông tin, internet, giao lưu, chia sẻ	CONCEPT	T	TIN_HOC	G7	W8	"Mã LO: CIO_IT_CNTT_MXH
Tên: Sử dụng mạng xã hội và các kênh trao đổi thông tin
Mô tả: Hiểu và sử dụng được các chức năng cơ bản của mạng xã hội và các kênh trao đổi thông tin khác trên Internet.
Từ khóa: mạng xã hội, trao đổi thông tin, internet, giao lưu, chia sẻ
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W8"
SIO_IT_CNTT_MXH_01	Nêu chức năng cơ bản của mạng xã hội	Nêu được một số chức năng cơ bản của mạng xã hội.	mạng xã hội, chức năng, kết bạn, chia sẻ, bình luận	CONCEPT	T	TIN_HOC	G7	W8	"Mã LO: SIO_IT_CNTT_MXH_01
Tên: Nêu chức năng cơ bản của mạng xã hội
Mô tả: Nêu được một số chức năng cơ bản của mạng xã hội.
Từ khóa: mạng xã hội, chức năng, kết bạn, chia sẻ, bình luận
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W8"
SIO_IT_CNTT_MXH_02	Sử dụng một số chức năng của mạng xã hội	Sử dụng được một số chức năng của mạng xã hội thông dụng để giao lưu và chia sẻ thông tin.	sử dụng, mạng xã hội, giao lưu, chia sẻ thông tin	PROCEDURAL	T	TIN_HOC	G7	W8	"Mã LO: SIO_IT_CNTT_MXH_02
Tên: Sử dụng một số chức năng của mạng xã hội
Mô tả: Sử dụng được một số chức năng của mạng xã hội thông dụng để giao lưu và chia sẻ thông tin.
Từ khóa: sử dụng, mạng xã hội, giao lưu, chia sẻ thông tin
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W8"
SIO_IT_CNTT_MXH_03	Nêu tên các kênh trao đổi thông tin trên Internet	Nêu được tên một số kênh trao đổi thông tin thông dụng trên Internet và loại thông tin thường trao đổi trên các kênh đó.	kênh trao đổi thông tin, email, chat, diễn đàn	CONCEPT	T	TIN_HOC	G7	W8	"Mã LO: SIO_IT_CNTT_MXH_03
Tên: Nêu tên các kênh trao đổi thông tin trên Internet
Mô tả: Nêu được tên một số kênh trao đổi thông tin thông dụng trên Internet và loại thông tin thường trao đổi trên các kênh đó.
Từ khóa: kênh trao đổi thông tin, email, chat, diễn đàn
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W8"
CIO_IT_CNTT_ATTT	Ứng xử và bảo vệ bản thân trên mạng	Hiểu và thực hành được các quy tắc ứng xử, các biện pháp bảo vệ thông tin cá nhân và tìm kiếm sự giúp đỡ khi gặp nguy hiểm trên mạng.	an toàn thông tin, ứng xử trên mạng, bảo vệ thông tin, lừa đảo, bắt nạt	PROCEDURAL	T	TIN_HOC	G7	W10	"Mã LO: CIO_IT_CNTT_ATTT
Tên: Ứng xử và bảo vệ bản thân trên mạng
Mô tả: Hiểu và thực hành được các quy tắc ứng xử, các biện pháp bảo vệ thông tin cá nhân và tìm kiếm sự giúp đỡ khi gặp nguy hiểm trên mạng.
Từ khóa: an toàn thông tin, ứng xử trên mạng, bảo vệ thông tin, lừa đảo, bắt nạt
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_01	Nêu ví dụ về hậu quả của việc sử dụng thông tin sai trái	Nêu được ví dụ cụ thể về hậu quả của việc sử dụng thông tin vào mục đích sai trái.	hậu quả, sử dụng thông tin, mục đích sai trái, tin giả	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_01
Tên: Nêu ví dụ về hậu quả của việc sử dụng thông tin sai trái
Mô tả: Nêu được ví dụ cụ thể về hậu quả của việc sử dụng thông tin vào mục đích sai trái.
Từ khóa: hậu quả, sử dụng thông tin, mục đích sai trái, tin giả
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_02	Giải thích tác hại và nguy cơ khi tham gia môi trường số	Giải thích được sơ lược về tác hại và nguy cơ khi tham gia các môi trường số trên Internet.	tác hại, nguy cơ, môi trường số, internet	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_02
Tên: Giải thích tác hại và nguy cơ khi tham gia môi trường số
Mô tả: Giải thích được sơ lược về tác hại và nguy cơ khi tham gia các môi trường số trên Internet.
Từ khóa: tác hại, nguy cơ, môi trường số, internet
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_03	Thực hiện biện pháp phòng ngừa để bảo vệ bản thân	Thực hiện được các biện pháp phòng ngừa cơ bản để bảo vệ bản thân và thông tin cá nhân trên mạng.	biện pháp phòng ngừa, bảo vệ bản thân, thông tin cá nhân	PROCEDURAL	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_03
Tên: Thực hiện biện pháp phòng ngừa để bảo vệ bản thân
Mô tả: Thực hiện được các biện pháp phòng ngừa cơ bản để bảo vệ bản thân và thông tin cá nhân trên mạng.
Từ khóa: biện pháp phòng ngừa, bảo vệ bản thân, thông tin cá nhân
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_04	Trình bày tầm quan trọng của việc trao đổi thông tin an toàn	Trình bày được tầm quan trọng của việc trao đổi thông tin một cách an toàn và hợp pháp.	tầm quan trọng, trao đổi thông tin, an toàn, hợp pháp	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_04
Tên: Trình bày tầm quan trọng của việc trao đổi thông tin an toàn
Mô tả: Trình bày được tầm quan trọng của việc trao đổi thông tin một cách an toàn và hợp pháp.
Từ khóa: tầm quan trọng, trao đổi thông tin, an toàn, hợp pháp
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_05	Bảo vệ thông tin và tài khoản cá nhân	Bảo vệ được thông tin và tài khoản cá nhân (đặt và giữ bí mật mật khẩu, đăng xuất khỏi tài khoản).	bảo vệ thông tin, tài khoản, mật khẩu, đăng xuất	PROCEDURAL	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_05
Tên: Bảo vệ thông tin và tài khoản cá nhân
Mô tả: Bảo vệ được thông tin và tài khoản cá nhân (đặt và giữ bí mật mật khẩu, đăng xuất khỏi tài khoản).
Từ khóa: bảo vệ thông tin, tài khoản, mật khẩu, đăng xuất
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_06	Nêu cách chia sẻ thông tin an toàn và hợp pháp	Nêu được cách thông dụng để chia sẻ thông tin một cách an toàn và hợp pháp.	chia sẻ thông tin, an toàn, hợp pháp	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_06
Tên: Nêu cách chia sẻ thông tin an toàn và hợp pháp
Mô tả: Nêu được cách thông dụng để chia sẻ thông tin một cách an toàn và hợp pháp.
Từ khóa: chia sẻ thông tin, an toàn, hợp pháp
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_07	Nhận diện thông điệp lừa đảo hoặc nội dung xấu	Nhận diện được các thông điệp lừa đảo hoặc mang nội dung xấu, không phù hợp với lứa tuổi.	nhận diện, lừa đảo, nội dung xấu, không phù hợp	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_07
Tên: Nhận diện thông điệp lừa đảo hoặc nội dung xấu
Mô tả: Nhận diện được các thông điệp lừa đảo hoặc mang nội dung xấu, không phù hợp với lứa tuổi.
Từ khóa: nhận diện, lừa đảo, nội dung xấu, không phù hợp
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_08	Giao tiếp qua mạng theo đúng quy tắc ứng xử	Thực hiện được việc giao tiếp qua mạng theo đúng các quy tắc ứng xử và bằng ngôn ngữ lịch sự, phù hợp.	giao tiếp, quy tắc ứng xử, lịch sự, phù hợp	PROCEDURAL	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_08
Tên: Giao tiếp qua mạng theo đúng quy tắc ứng xử
Mô tả: Thực hiện được việc giao tiếp qua mạng theo đúng các quy tắc ứng xử và bằng ngôn ngữ lịch sự, phù hợp.
Từ khóa: giao tiếp, quy tắc ứng xử, lịch sự, phù hợp
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_09	Biết tác hại và phòng tránh bệnh nghiện Internet	Biết được tác hại của bệnh nghiện Internet và có ý thức phòng tránh cho bản thân.	bệnh nghiện internet, tác hại, phòng tránh	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_09
Tên: Biết tác hại và phòng tránh bệnh nghiện Internet
Mô tả: Biết được tác hại của bệnh nghiện Internet và có ý thức phòng tránh cho bản thân.
Từ khóa: bệnh nghiện internet, tác hại, phòng tránh
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_10	Nêu cách ứng xử khi gặp thông tin xấu	Nêu được cách ứng xử hợp lí khi gặp thông tin xấu, không phù hợp trên mạng.	ứng xử, thông tin xấu, không phù hợp	CONCEPT	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_10
Tên: Nêu cách ứng xử khi gặp thông tin xấu
Mô tả: Nêu được cách ứng xử hợp lí khi gặp thông tin xấu, không phù hợp trên mạng.
Từ khóa: ứng xử, thông tin xấu, không phù hợp
Loại kiến thức: CONCEPT
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
SIO_IT_CNTT_ATTT_11	Biết cách tìm kiếm sự giúp đỡ khi bị bắt nạt trên mạng	Biết cách tìm kiếm sự giúp đỡ từ người lớn (cha mẹ, thầy cô,…) khi bị bắt nạt hoặc đe doạ trên mạng.	tìm kiếm sự giúp đỡ, bắt nạt trên mạng, đe dọa	PROCEDURAL	T	TIN_HOC	G7	W10	"Mã LO: SIO_IT_CNTT_ATTT_11
Tên: Biết cách tìm kiếm sự giúp đỡ khi bị bắt nạt trên mạng
Mô tả: Biết cách tìm kiếm sự giúp đỡ từ người lớn (cha mẹ, thầy cô,…) khi bị bắt nạt hoặc đe doạ trên mạng.
Từ khóa: tìm kiếm sự giúp đỡ, bắt nạt trên mạng, đe dọa
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W10"
CIO_IT_CNTT_UDPM	Sử dụng các phần mềm ứng dụng nâng cao	Sử dụng được các tính năng nâng cao của phần mềm bảng tính và trình chiếu để xử lý dữ liệu và tạo ra các sản phẩm số hoàn chỉnh.	phần mềm ứng dụng, bảng tính, trình chiếu, biểu đồ, hiệu ứng	PROCEDURAL	T	TIN_HOC	G7	W29	"Mã LO: CIO_IT_CNTT_UDPM
Tên: Sử dụng các phần mềm ứng dụng nâng cao
Mô tả: Sử dụng được các tính năng nâng cao của phần mềm bảng tính và trình chiếu để xử lý dữ liệu và tạo ra các sản phẩm số hoàn chỉnh.
Từ khóa: phần mềm ứng dụng, bảng tính, trình chiếu, biểu đồ, hiệu ứng
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W29"
SIO_IT_CNTT_UDPM_01	Nhập dữ liệu và sử dụng công thức trong bảng tính	Nhập được dữ liệu vào bảng tính và sử dụng được công thức để tính toán.	bảng tính, excel, nhập dữ liệu, công thức, tính toán	PROCEDURAL	T	TIN_HOC	G7	W16	"Mã LO: SIO_IT_CNTT_UDPM_01
Tên: Nhập dữ liệu và sử dụng công thức trong bảng tính
Mô tả: Nhập được dữ liệu vào bảng tính và sử dụng được công thức để tính toán.
Từ khóa: bảng tính, excel, nhập dữ liệu, công thức, tính toán
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W16"
SIO_IT_CNTT_UDPM_02	Định dạng và trình bày dữ liệu trong ô tính	Định dạng và trình bày được dữ liệu trong ô tính (phông chữ, cỡ chữ, màu sắc, căn lề).	bảng tính, định dạng, trình bày, phông chữ, màu sắc, căn lề	PROCEDURAL	T	TIN_HOC	G7	W21	"Mã LO: SIO_IT_CNTT_UDPM_02
Tên: Định dạng và trình bày dữ liệu trong ô tính
Mô tả: Định dạng và trình bày được dữ liệu trong ô tính (phông chữ, cỡ chữ, màu sắc, căn lề).
Từ khóa: bảng tính, định dạng, trình bày, phông chữ, màu sắc, căn lề
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W21"
SIO_IT_CNTT_UDPM_03	Sắp xếp và lọc dữ liệu trong bảng tính	Sắp xếp và lọc được dữ liệu trong bảng tính theo các tiêu chí đơn giản.	bảng tính, sắp xếp, lọc, dữ liệu, tiêu chí	PROCEDURAL	T	TIN_HOC	G7	W23	"Mã LO: SIO_IT_CNTT_UDPM_03
Tên: Sắp xếp và lọc dữ liệu trong bảng tính
Mô tả: Sắp xếp và lọc được dữ liệu trong bảng tính theo các tiêu chí đơn giản.
Từ khóa: bảng tính, sắp xếp, lọc, dữ liệu, tiêu chí
Loại kiến thức: PROCEDURAL
Môn học: TIN_HOC
Lớp: G7
Tuần: W23"
